cas_number,compound_name,related_cas,source_sheet
8049-17-0,フェロシリコン,8049-17-0,R8.4時点適用対象物質及び裾切値一覧
8050-09-7,ロジン,8050-09-7,R8.4時点適用対象物質及び裾切値一覧
8050-88-2,セルロイド類,8050-88-2,R8.4時点適用対象物質及び裾切値一覧
8052-42-4,アスファルト,8052-42-4,R8.4時点適用対象物質及び裾切値一覧
8065-48-3,チオりん酸Ｏ，Ｏ－ジエチル－エチルチオエチル（別名ジメトン）,8065-48-3,R8.4時点適用対象物質及び裾切値一覧
80844-07-1,２－（４－エトキシフェニル）－２－メチルプロピル＝３－フェノキシベンジルエーテル（別名エトフェンプロックス）,80844-07-1,R8.4時点適用対象物質及び裾切値一覧
81-14-1,１－（４－ターシャリ－ブチル－２，６－ジメチル－３，５－ジニトロフェニル）エタノン,81-14-1,R8.4時点適用対象物質及び裾切値一覧
81-15-2,１－（ターシャリ－ブチル）－３，５－ジメチル－２，４，６－トリニトロベンゼン,81-15-2,R8.4時点適用対象物質及び裾切値一覧
81-81-2,３－（アルファ－アセトニルベンジル）－４－ヒドロキシクマリン（別名ワルファリン）,81-81-2,R8.4時点適用対象物質及び裾切値一覧
81-88-9,９－（２－カルボキシフェニル）－３，６－ビス（ジエチルアミノ）キサンチリウム＝クロリド,81-88-9,R8.4時点適用対象物質及び裾切値一覧
811-97-2,１，１，１，２－テトラフルオロエタン,811-97-2,R8.4時点適用対象物質及び裾切値一覧
81103-11-9,（３Ｒ，４Ｓ，５Ｓ，６Ｒ，７Ｒ，９Ｒ，１１Ｒ，１２Ｒ，１３Ｓ，１４Ｒ）－４－［（２，６－ジデオキシ－３－Ｃ－メチル－３－Ｏ－メチル－アルファ－Ｌ－リボ－ヘキソピラノシル）オキシ］－１４－エチル－１２，１３－ジヒドロキシ－７－メトキシ－３，５，７，９，１１，１３－ヘキサメチル－６－［［３，４，６－トリデオキシ－３－（ジメチルアミノ）－ベータ－Ｄ－キシロ－ヘキソピラノシル］オキシ］オキサシクロテトラデカン－２，１０－ジオン（別名クラリスロマイシン）,81103-11-9,R8.4時点適用対象物質及び裾切値一覧
81334-34-1,（ＲＳ）－２－（４－イソプロピル－４－メチル－５－オキソ－４，５－ジヒドロ－１Ｈ－イミダゾール－２－イル）ニコチン酸,81334-34-1,R9.4追加等対象物質及び裾切値一覧
814-68-6,塩化アクリロイル,814-68-6,R8.4時点適用対象物質及び裾切値一覧
814-78-8,メチルイソプロペニルケトン,814-78-8,R8.4時点適用対象物質及び裾切値一覧
818-61-1,アクリル酸２－ヒドロキシエチル,818-61-1,R8.4時点適用対象物質及び裾切値一覧
82-45-1,１－アミノ－９，１０－アントラキノン,82-45-1,R8.4時点適用対象物質及び裾切値一覧
82-66-6,２－ジフェニルアセチル－１，３－インダンジオン,82-66-6,R8.4時点適用対象物質及び裾切値一覧
82-68-8,ペンタクロロニトロベンゼン,82-68-8,R8.4時点適用対象物質及び裾切値一覧
82-71-3,２，４，６－トリニトロベンゼン－１，３－ジオール,82-71-3,R8.4時点適用対象物質及び裾切値一覧
821-10-3,１，４－ジクロル－２－ブチン,821-10-3,R8.4時点適用対象物質及び裾切値一覧
822-06-0,ヘキサメチレン＝ジイソシアネート,822-06-0,R8.4時点適用対象物質及び裾切値一覧
822-36-6,４－メチル－１Ｈ－イミダゾール,822-36-6,R8.4時点適用対象物質及び裾切値一覧
823-40-5,トルエンジアミン,"25376-45-8,95-70-5,823-40-5",R8.4時点適用対象物質及び裾切値一覧
824-78-2,ナトリウム＝４－ニトロフェノラート,824-78-2,R8.4時点適用対象物質及び裾切値一覧
82558-50-7,Ｎ－［３－（１－エチル－１－メチルプロピル）－１，２－オキサゾール－５－イル］－２，６－ジメトキシベンズアミド（別名イソキサベン）,82558-50-7,R8.4時点適用対象物質及び裾切値一覧
82560-54-1,２，２－ジメチル－２，３－ジヒドロ－１－ベンゾフラン－７－イル＝Ｎ－［Ｎ－（２－エトキシカルボニルエチル）－Ｎ－イソプロピルスルフェナモイル］－Ｎ－メチルカルバマート（別名ベンフラカルブ）,82560-54-1,R8.4時点適用対象物質及び裾切値一覧
826-36-8,２，２，６，６－テトラメチルピペリジン－４－オン,826-36-8,R8.4時点適用対象物質及び裾切値一覧
82633-79-2,２－メチル－５，６－ジヒドロ－４Ｈ－シクロペンタ［ｄ］イソチアゾール－３－オン,82633-79-2,R8.4時点適用対象物質及び裾切値一覧
82657-04-3,２－メチル－１，１’－ビフェニル－３－イルメチル＝（Ｚ）－３－（２－クロロ－３，３，３－トリフルオロ－１－プロペニル）－２，２－ジメチルシクロプロパンカルボキシラート（別名ビフェントリン）,82657-04-3,R8.4時点適用対象物質及び裾切値一覧
82692-44-2,２－［４－（２，４－ジクロロ－メタ－トルオイル）－１，３－ジメチル－５－ピラゾリルオキシ］－４－メチルアセトフェノン（別名ベンゾフェナップ）,82692-44-2,R8.4時点適用対象物質及び裾切値一覧
828-00-2,６－アセトキシ－２，４－ジメチル－１，３－ジオキサン,828-00-2,R8.4時点適用対象物質及び裾切値一覧
83-26-1,２－トリメチルアセチル－１，３－インダンジオン,83-26-1,R8.4時点適用対象物質及び裾切値一覧
83-32-9,アセナフテン,83-32-9,R8.4時点適用対象物質及び裾切値一覧
83-67-0,３，７－ジメチルキサンチン（別名テオブロミン）,83-67-0,R8.4時点適用対象物質及び裾切値一覧
83-79-4,ロテノン,83-79-4,R8.4時点適用対象物質及び裾切値一覧
831-52-7,ナトリウム＝２－アミノ－４，６－ジニトロフェノラート,831-52-7,R8.4時点適用対象物質及び裾切値一覧
83121-18-0,１－（３，５－ジクロロ－２，４－ジフルオロフェニル）－３－（２，６－ジフルオロベンゾイル）尿素（別名テフルベンズロン）,83121-18-0,R8.4時点適用対象物質及び裾切値一覧
83130-01-2,エチル＝（Ｚ）－３－［Ｎ－ベンジル－Ｎ－［［メチル（１－メチルチオエチリデンアミノオキシカルボニル）アミノ］チオ］アミノ］プロピオナート（別名アラニカルブ）,83130-01-2,R8.4時点適用対象物質及び裾切値一覧
834-12-8,２－エチルアミノ－４－イソプロピルアミノ－６－メチルチオ－１，３，５－トリアジン（別名アメトリン）,834-12-8,R8.4時点適用対象物質及び裾切値一覧
836-30-6,４－ニトロジフェニルアミン,836-30-6,R8.4時点適用対象物質及び裾切値一覧
838-88-0,４，４’－ジアミノ－３，３’－ジメチルジフェニルメタン,838-88-0,R8.4時点適用対象物質及び裾切値一覧
84-61-7,フタル酸ジシクロヘキシル,84-61-7,R8.4時点適用対象物質及び裾切値一覧
84-65-1,アントラセン－９，１０－ジオン（別名アントラキノン）,84-65-1,R8.4時点適用対象物質及び裾切値一覧
84-66-2,フタル酸ジエチル,84-66-2,R8.4時点適用対象物質及び裾切値一覧
84-69-5,フタル酸ジイソブチル,84-69-5,R8.4時点適用対象物質及び裾切値一覧
84-74-2,フタル酸ジ－ノルマル－ブチル,84-74-2,R8.4時点適用対象物質及び裾切値一覧
84-75-3,フタル酸ジヘキシル,"68515-50-4,84-75-3,71850-09-4",R8.4時点適用対象物質及び裾切値一覧
842-07-9,１－フェニルアゾ－２－ナフトール,842-07-9,R8.4時点適用対象物質及び裾切値一覧
843-55-0,１，１－ビス（４－ヒドロキシフェニル）シクロヘキサン,843-55-0,R8.4時点適用対象物質及び裾切値一覧
84496-56-0,２－（２，４－ジクロロ－３－メチルフェノキシ）プロピオンアニリド（別名クロメプロップ）,84496-56-0,R9.4追加等対象物質及び裾切値一覧
84852-15-3,４－ノニルフェノール（分枝型のものに限る。）,84852-15-3,R8.4時点適用対象物質及び裾切値一覧
85-00-7,１，１’－エチレン－２，２’－ビピリジニウム＝ジブロミド（別名ジクアット）,85-00-7,R8.4時点適用対象物質及び裾切値一覧
85-01-8,フェナントレン,85-01-8,R8.4時点適用対象物質及び裾切値一覧
85-42-7,シクロヘキサン－１，２－ジカルボン酸無水物,85-42-7,R8.4時点適用対象物質及び裾切値一覧
85-43-8,シクロヘキサ－４－エン－１，２－ジカルボン酸無水物,85-43-8,R8.4時点適用対象物質及び裾切値一覧
85-44-9,無水フタル酸,85-44-9,R8.4時点適用対象物質及び裾切値一覧
85-68-7,フタル酸ノルマル－ブチル＝ベンジル,85-68-7,R8.4時点適用対象物質及び裾切値一覧
85136-74-9,６－ヒドロキシ－１－（３－イソプロポキシプロピル）－４－メチル－２－オキソ－５－［［４－（フェニルジアゼニル）フェニル］ジアゼニル］－１，２－ジヒドロピリジン－３－カルボニトリル,85136-74-9,R8.4時点適用対象物質及び裾切値一覧
85409-22-9,アルキル（ベンジル）（ジメチル）アンモニウム=クロリド（アルキル基の炭素数が１２から１６までのもの及びその混合物に限る。）,"122-18-9,139-07-1,139-08-2,68424-85-1,85409-22-9",R9.4追加等対象物質及び裾切値一覧
85535-84-8,塩化パラフィン（炭素数が１０から１３までのもの及びその混合物に限る。）,85535-84-8,R8.4時点適用対象物質及び裾切値一覧
85535-85-9,塩化直鎖パラフィン（炭素数が１４から１７までのもの及びその混合物に限る。）,85535-85-9,R9.4追加等対象物質及び裾切値一覧
85785-20-2,Ｎ－（１，２－ジメチルプロピル）－Ｎ－エチルチオカルバミン酸Ｓ－ベンジル（別名エスプロカルブ）,85785-20-2,R8.4時点適用対象物質及び裾切値一覧
85954-11-6,４，４’－ビス［（２，３－エポキシプロピル）オキシ］－３，３’，５，５’－テトラメチルビフェニル,85954-11-6,R8.4時点適用対象物質及び裾切値一覧
86-30-6,Ｎ－ニトロソジフェニルアミン,86-30-6,R8.4時点適用対象物質及び裾切値一覧
86-50-0,ジチオりん酸Ｏ，Ｏ－ジメチル－Ｓ－［（４－オキソ－１，２，３－ベンゾトリアジン－３（４Ｈ）－イル）メチル］（別名アジンホスメチル）,86-50-0,R8.4時点適用対象物質及び裾切値一覧
86-54-4,ヒドララジン及びその塩酸塩,"86-54-4,304-20-1",R8.4時点適用対象物質及び裾切値一覧
86-74-8,カルバゾール,86-74-8,R8.4時点適用対象物質及び裾切値一覧
86-88-4,１－ナフチルチオ尿素,86-88-4,R8.4時点適用対象物質及び裾切値一覧
86598-92-7,４－クロロベンジル＝Ｎ－（２，４－ジクロロフェニル）－２－（１Ｈ－１，２，４－トリアゾール－１－イル）チオアセトイミダート,86598-92-7,R8.4時点適用対象物質及び裾切値一覧
868-77-9,メタクリル酸２－ヒドロキシエチル,868-77-9,R8.4時点適用対象物質及び裾切値一覧
868-85-9,亜りん酸ジメチル,868-85-9,R8.4時点適用対象物質及び裾切値一覧
868680-84-6,３－クロロ－Ｎ－（４，６－ジメトキシピリミジン－２－イルカルバモイル）－１－メチル－４－（５－メチル－５，６－ジヒドロ－１，４，２－ジオキサジン－３－イル）ピラゾール－５－スルホンアミド（別名メタゾスルフロン）,868680-84-6,R8.4時点適用対象物質及び裾切値一覧
869-29-4,ジアセトキシプロペン,869-29-4,R8.4時点適用対象物質及び裾切値一覧
87-31-0,５，７－ジニトロベンゾ［ｄ］［１，２，３］オキサジアゾール,87-31-0,R8.4時点適用対象物質及び裾切値一覧
87-33-2,１，４：３，６－ジアンヒドロ－２，５－ジ－Ｏ－ニトロ－Ｄ－グルシトール,87-33-2,R8.4時点適用対象物質及び裾切値一覧
87-56-9,（Ｚ）－２，３－ジクロロ－４－オキソ－２－ブテン酸,87-56-9,R8.4時点適用対象物質及び裾切値一覧
87-59-2,キシリジン,"1300-73-8,87-59-2,95-68-1,95-78-3,87-62-7,95-64-7,108-69-0",R8.4時点適用対象物質及び裾切値一覧
87-61-6,１，２，３－トリクロロベンゼン,87-61-6,R8.4時点適用対象物質及び裾切値一覧
87-62-7,キシリジン,"1300-73-8,87-59-2,95-68-1,95-78-3,87-62-7,95-64-7,108-69-0",R8.4時点適用対象物質及び裾切値一覧
87-65-0,２，６－ジクロロフェノール,87-65-0,R8.4時点適用対象物質及び裾切値一覧
87-66-1,１，２，３－トリヒドロキシベンゼン（別名ピロガロール）,87-66-1,R8.4時点適用対象物質及び裾切値一覧
87-68-3,六塩化ブタジエン,87-68-3,R8.4時点適用対象物質及び裾切値一覧
87-86-5,ペンタクロロフェノール（別名ＰＣＰ）,87-86-5,R8.4時点適用対象物質及び裾切値一覧
87-90-1,１，３，５－トリクロロ－１，３，５－トリアジン－２，４，６－トリオン,87-90-1,R8.4時点適用対象物質及び裾切値一覧
872-05-9,デカ－１－エン,872-05-9,R8.4時点適用対象物質及び裾切値一覧
872-50-4,Ｎ－メチル－２－ピロリドン,872-50-4,R8.4時点適用対象物質及び裾切値一覧
87674-68-8,（ＲＳ）－２－クロロ－Ｎ－（２，４－ジメチル－３－チエニル）－Ｎ－（２－メトキシ－１－メチルエチル）アセトアミド（別名ジメテナミド）,87674-68-8,R9.4追加等対象物質及び裾切値一覧
88-05-1,２，４，６－トリメチルアニリン（別名メシジン）,88-05-1,R8.4時点適用対象物質及び裾切値一覧
88-06-2,２，４，６－トリクロロフェノール,88-06-2,R8.4時点適用対象物質及び裾切値一覧
88-09-5,２－エチルブタン酸,88-09-5,R8.4時点適用対象物質及び裾切値一覧
88-12-0,Ｎ－ビニル－２－ピロリドン,88-12-0,R8.4時点適用対象物質及び裾切値一覧
88-18-6,２－ターシャリ－ブチルフェノール,88-18-6,R8.4時点適用対象物質及び裾切値一覧
88-41-5,２－ターシャリ－ブチルシクロヘキシル＝アセタート,88-41-5,R10.4追加等対象物質及び裾切値一覧
88-53-9,２－アミノ－５－クロロ－４－メチルベンゼンスルホン酸,88-53-9,R8.4時点適用対象物質及び裾切値一覧
88-60-8,２－ターシャリ－ブチル－５－メチルフェノール,88-60-8,R8.4時点適用対象物質及び裾切値一覧
88-72-2,２－ニトロトルエン,88-72-2,R8.4時点適用対象物質及び裾切値一覧
88-73-3,２－クロロニトロベンゼン,88-73-3,R8.4時点適用対象物質及び裾切値一覧
88-74-4,オルト－ニトロアニリン,88-74-4,R8.4時点適用対象物質及び裾切値一覧
88-75-5,オルト－ニトロフェノール,88-75-5,R8.4時点適用対象物質及び裾切値一覧
88-85-7,２，４－ジニトロ－６－（１－メチルプロピル）－フェノール,88-85-7,R8.4時点適用対象物質及び裾切値一覧
88-88-0,１－クロロ－２，４，６－トリニトロベンゼン,88-88-0,R8.4時点適用対象物質及び裾切値一覧
88-89-1,ピクリン酸,88-89-1,R8.4時点適用対象物質及び裾切値一覧
882-33-7,ジフェニルジスルファン,882-33-7,R8.4時点適用対象物質及び裾切値一覧
88402-43-1,Ｎ－（４－クロロフェニル）－１－シクロヘキセン－１，２－ジカルボキシミド（別名クロルフタリム）,88402-43-1,R9.4追加等対象物質及び裾切値一覧
88671-89-0,２－（４－クロロフェニル）－２－（１Ｈ－１，２，４－トリアゾール－１－イルメチル）ヘキサンニトリル（別名ミクロブタニル）,88671-89-0,R8.4時点適用対象物質及び裾切値一覧
88917-22-0,メチル－２－［２－メトキシ（メチル）エトキシ］エチル＝アセタート,88917-22-0,R8.4時点適用対象物質及び裾切値一覧
89-32-7,ベンゼン－１，２：４，５－テトラカルボン酸二無水物,89-32-7,R8.4時点適用対象物質及び裾切値一覧
89-61-2,１，４－ジクロロ－２－ニトロベンゼン,89-61-2,R8.4時点適用対象物質及び裾切値一覧
89-63-4,４－クロロ－２－ニトロアニリン,89-63-4,R8.4時点適用対象物質及び裾切値一覧
89-72-5,オルト－セカンダリ－ブチルフェノール,89-72-5,R8.4時点適用対象物質及び裾切値一覧
89-83-8,２－イソプロピル－５－メチルフェノール（別名チモール）,89-83-8,R8.4時点適用対象物質及び裾切値一覧
89-98-5,２－クロロベンズアルデヒド,89-98-5,R8.4時点適用対象物質及び裾切値一覧
89269-64-7,（Ｚ）－２’－メチルアセトフェノン＝４，６－ジメチル－２－ピリミジニルヒドラゾン（別名フェリムゾン）,89269-64-7,R8.4時点適用対象物質及び裾切値一覧
89784-60-1,チオりん酸Ｏ－１－（４－クロロフェニル）－４－ピラゾリル－Ｏ－エチル－Ｓ－プロピル（別名ピラクロホス）,"77458-01-6,89784-60-1",R8.4時点適用対象物質及び裾切値一覧
90-00-6,２－エチルフェノール,90-00-6,R8.4時点適用対象物質及び裾切値一覧
90-02-8,サリチルアルデヒド,90-02-8,R8.4時点適用対象物質及び裾切値一覧
90-04-0,オルト－アニシジン及びその塩酸塩,"90-04-0,134-29-2",R8.4時点適用対象物質及び裾切値一覧
90-05-1,２－メトキシフェノール,90-05-1,R8.4時点適用対象物質及び裾切値一覧
90-12-0,メチルナフタレン,"90-12-0,91-57-6",R8.4時点適用対象物質及び裾切値一覧
90-13-1,１－クロロナフタレン,90-13-1,R8.4時点適用対象物質及び裾切値一覧
90-15-3,１－ナフトール,90-15-3,R8.4時点適用対象物質及び裾切値一覧
90-30-2,１－（Ｎ－フェニルアミノ）ナフタレン,90-30-2,R8.4時点適用対象物質及び裾切値一覧
90-41-5,［１，１’－ビフェニル］－２－アミン,90-41-5,R8.4時点適用対象物質及び裾切値一覧
90-43-7,２－フェニルフェノール,90-43-7,R8.4時点適用対象物質及び裾切値一覧
90-72-2,２，４，６－トリス（ジメチルアミノメチル）フェノール,90-72-2,R8.4時点適用対象物質及び裾切値一覧
90-94-8,４，４’－ビス（ジメチルアミノ）ベンゾフェノン,90-94-8,R8.4時点適用対象物質及び裾切値一覧
9002-07-7,トリプシン,9002-07-7,R8.4時点適用対象物質及び裾切値一覧
9002-93-1,ポリ（オキシエチレン）＝パラ－（１，１，３，３－テトラメチルブチル）フェニルエーテル,9002-93-1,R8.4時点適用対象物質及び裾切値一覧
9003-01-4,アクリル酸重合物及びそのナトリウム塩,"9003-01-4,9003-04-7",R9.4追加等対象物質及び裾切値一覧
9003-04-7,アクリル酸重合物及びそのナトリウム塩,"9003-01-4,9003-04-7",R9.4追加等対象物質及び裾切値一覧
9004-07-3,キモトリプシン,9004-07-3,R8.4時点適用対象物質及び裾切値一覧
9004-66-4,デキストラン鉄,9004-66-4,R8.4時点適用対象物質及び裾切値一覧
9004-70-0,ニトロセルローズ,9004-70-0,R8.4時点適用対象物質及び裾切値一覧
9004-82-4,ポリ（オキシエチレン）＝ドデシルエーテル硫酸エステルナトリウム,9004-82-4,R8.4時点適用対象物質及び裾切値一覧
90076-65-6,リチウム＝ビス（トリフルオロメタンスルホン）イミド,90076-65-6,R8.4時点適用対象物質及び裾切値一覧
9014-01-1,サチライシン,"1395-21-7,9014-01-1",R8.4時点適用対象物質及び裾切値一覧
9016-45-9,ポリ（オキシエチレン）＝ノニルフェニルエーテル,9016-45-9,R8.4時点適用対象物質及び裾切値一覧
9016-87-9,アルファ－（イソシアナトベンジル）－オメガ－（イソシアナトフェニル）ポリ［（イソシアナトフェニレン）メチレン］,"9016-87-9,32055-14-4",R9.4追加等対象物質及び裾切値一覧
9036-19-5,ポリ（オキシエチレン）＝オクチルフェニルエーテル,9036-19-5,R8.4時点適用対象物質及び裾切値一覧
9056-38-6,硝酸でん粉,9056-38-6,R8.4時点適用対象物質及び裾切値一覧
91-14-5,オルトージビニルベンゼン,91-14-5,R10.4追加等対象物質及び裾切値一覧
91-15-6,オルト－フタロジニトリル,91-15-6,R8.4時点適用対象物質及び裾切値一覧
91-16-7,１，２－ジメトキシベンゼン,91-16-7,R8.4時点適用対象物質及び裾切値一覧
91-17-8,デカヒドロナフタレン,91-17-8,R8.4時点適用対象物質及び裾切値一覧
91-20-3,ナフタレン,91-20-3,R8.4時点適用対象物質及び裾切値一覧
91-22-5,キノリン及びその塩酸塩,"91-22-5,530-64-3",R8.4時点適用対象物質及び裾切値一覧
91-23-6,オルト－ニトロアニソール,91-23-6,R8.4時点適用対象物質及び裾切値一覧
91-53-2,６－エトキシ－１，２－ジヒドロ－２，２，４－トリメチルキノリン（別名エトキシキン）,91-53-2,R8.4時点適用対象物質及び裾切値一覧
91-57-6,メチルナフタレン,"90-12-0,91-57-6",R8.4時点適用対象物質及び裾切値一覧
91-60-1,２－ナフタレンチオール,91-60-1,R8.4時点適用対象物質及び裾切値一覧
91-64-5,クマリン,91-64-5,R8.4時点適用対象物質及び裾切値一覧
91-66-7,Ｎ，Ｎ－ジエチルアニリン,91-66-7,R8.4時点適用対象物質及び裾切値一覧
91-76-9,６－フェニル－１，３，５－トリアジン－２，４－ジアミン,91-76-9,R8.4時点適用対象物質及び裾切値一覧
91-94-1,ジクロルベンジジン及びその塩,91-94-1,R8.4時点適用対象物質及び裾切値一覧
91-97-4,３，３’－ジメチルビフェニル－４，４’－ジイル＝ジイソシアネート,91-97-4,R9.4追加等対象物質及び裾切値一覧
91465-08-6,ｒｅｌ－（Ｒ）－シアノ（３－フェノキシフェニル）メチル＝（１Ｓ，３Ｓ）－３－［（Ｚ）－２－クロロ－３，３，３－トリフルオロプロパ－１－エン－１－イル］－２，２－ジメチルシクロプロパンカルボキシラート,91465-08-6,R8.4時点適用対象物質及び裾切値一覧
917-61-3,シアン酸ナトリウム,917-61-3,R8.4時点適用対象物質及び裾切値一覧
919-30-2,３－アミノプロピルトリエトキシシラン,919-30-2,R8.4時点適用対象物質及び裾切値一覧
92-13-7,（３Ｓ，４Ｒ）－３－エチル－４－［（１－メチル－１Ｈ－イミダゾール－５－イル）メチル］オキソラン－２－オン（別名ピロカルピン）,92-13-7,R8.4時点適用対象物質及び裾切値一覧
92-52-4,ビフェニル,92-52-4,R8.4時点適用対象物質及び裾切値一覧
92-70-6,３－ヒドロキシ－２－ナフトエ酸,92-70-6,R8.4時点適用対象物質及び裾切値一覧
92-84-2,フェノチアジン,92-84-2,R8.4時点適用対象物質及び裾切値一覧
92-88-6,［１，１’－ビフェニル］－４，４’－ジオール,92-88-6,R8.4時点適用対象物質及び裾切値一覧
920-46-7,メタクリル酸クロリド,920-46-7,R8.4時点適用対象物質及び裾切値一覧
923-26-2,メタクリル酸２－ヒドロキシプロピル,923-26-2,R8.4時点適用対象物質及び裾切値一覧
924-16-3,Ｎ－ニトロソジブチルアミン,924-16-3,R8.4時点適用対象物質及び裾切値一覧
924-42-5,Ｎ－（ヒドロキシメチル）アクリルアミド,924-42-5,R8.4時点適用対象物質及び裾切値一覧
925-21-3,マレイン酸モノブチル,925-21-3,R9.4追加等対象物質及び裾切値一覧
927-49-1,ジペンチルケトン,927-49-1,R8.4時点適用対象物質及び裾切値一覧
928-68-7,６－メチル－２－ヘプタノン,928-68-7,R8.4時点適用対象物質及び裾切値一覧
928-96-1,（Ｚ）－３－ヘキセン－１－オール,928-96-1,R8.4時点適用対象物質及び裾切値一覧
93-05-0,Ｎ，Ｎ－ジエチル－パラ－フェニレンジアミン（別名Ｎ，Ｎ－ジエチル－１，４－ベンゼンジアミン）,93-05-0,R8.4時点適用対象物質及び裾切値一覧
93-15-2,４－アリル－１，２－ジメトキシベンゼン,93-15-2,R8.4時点適用対象物質及び裾切値一覧
93-55-0,１－フェニルプロパン－１－オン,93-55-0,R8.4時点適用対象物質及び裾切値一覧
93-58-3,安息香酸メチル,93-58-3,R8.4時点適用対象物質及び裾切値一覧
93-65-2,（ＲＳ）－２－（４－クロロ－オルト－トリルオキシ）プロピオン酸（別名メコプロップ）,93-65-2,R8.4時点適用対象物質及び裾切値一覧
93-68-5,２’－メチルアセトアセトアニリド,93-68-5,R8.4時点適用対象物質及び裾切値一覧
93-72-1,２－（２，４，５－トリクロロフェノキシ）プロピオン酸,93-72-1,R8.4時点適用対象物質及び裾切値一覧
93-76-5,２，４，５－トリクロロフェノキシ酢酸,93-76-5,R8.4時点適用対象物質及び裾切値一覧
930-37-0,２－（メトキシメチル）オキシラン,930-37-0,R8.4時点適用対象物質及び裾切値一覧
930-55-2,Ｎ－ニトロソピロリジン,930-55-2,R8.4時点適用対象物質及び裾切値一覧
94-09-7,パラ－アミノ安息香酸エチル,94-09-7,R8.4時点適用対象物質及び裾切値一覧
94-36-0,ジベンゾイルペルオキシド,94-36-0,R8.4時点適用対象物質及び裾切値一覧
94-58-6,５－プロピルベンゾ［ｄ］［１，３］ジオキソール,94-58-6,R8.4時点適用対象物質及び裾切値一覧
94-59-7,サフロール,94-59-7,R8.4時点適用対象物質及び裾切値一覧
94-68-8,Ｎ－エチル－２－メチルアニリン,94-68-8,R8.4時点適用対象物質及び裾切値一覧
94-74-6,（４－クロロ－２－メチルフェノキシ）酢酸（別名ＭＣＰ又はＭＣＰＡ）,94-74-6,R8.4時点適用対象物質及び裾切値一覧
94-75-7,２，４－ジクロロフェノキシ酢酸,94-75-7,R8.4時点適用対象物質及び裾切値一覧
94-81-5,４－（４－クロロ－２－メチルフェノキシ）ブタン酸,94-81-5,R8.4時点適用対象物質及び裾切値一覧
94-91-7,２，２’－［プロパン－１，２－ジイルビス（アザニリリデンメタニリリデン）］ジフェノール,94-91-7,R9.4追加等対象物質及び裾切値一覧
94-96-2,２－エチルヘキサン－１，３－ジオール,94-96-2,R8.4時点適用対象物質及び裾切値一覧
941-69-5,Ｎ－フェニルマレイミド,941-69-5,R8.4時点適用対象物質及び裾切値一覧
944-22-9,Ｏ－エチル－Ｓ－フェニル＝エチルホスホノチオロチオナート（別名ホノホス）,944-22-9,R8.4時点適用対象物質及び裾切値一覧
946578-00-3,［メチル（オキソ）［１－［６－（トリフルオロメチル）－３－ピリジル］エチル］－ラムダ６－スルファニリデン］シアナミド,946578-00-3,R8.4時点適用対象物質及び裾切値一覧
947-04-6,アザシクロトリデカン－２－オン,947-04-6,R8.4時点適用対象物質及び裾切値一覧
95-06-7,２－クロロアリル＝ジエチルジチオカルバマート,95-06-7,R8.4時点適用対象物質及び裾切値一覧
95-13-6,インデン,95-13-6,R8.4時点適用対象物質及び裾切値一覧
95-14-7,１Ｈ－ベンゾ［ｄ］［１，２，３］トリアゾール,95-14-7,R8.4時点適用対象物質及び裾切値一覧
95-16-9,ベンゾチアゾール,95-16-9,R8.4時点適用対象物質及び裾切値一覧
95-31-8,Ｎ－（ターシャリ－ブチル）－２－ベンゾチアゾールスルフェンアミド,95-31-8,R8.4時点適用対象物質及び裾切値一覧
95-33-0,Ｎ－シクロヘキシル－２－ベンゾチアゾールスルフェンアミド,95-33-0,R8.4時点適用対象物質及び裾切値一覧
95-38-5,２－（２－（ヘプタデカ－８－エン－１－イル）－４，５－ジヒドロ－１Ｈ－イミダゾール－１－イル）エタノール,95-38-5,R9.4追加等対象物質及び裾切値一覧
95-46-5,オルト－ブロモトルエン,95-46-5,R8.4時点適用対象物質及び裾切値一覧
95-47-6,キシレン,"1330-20-7,95-47-6,108-38-3,106-42-3",R8.4時点適用対象物質及び裾切値一覧
95-48-7,クレゾール,"1319-77-3,95-48-7,108-39-4,106-44-5",R8.4時点適用対象物質及び裾切値一覧
95-49-8,オルト－クロロトルエン,95-49-8,R8.4時点適用対象物質及び裾切値一覧
95-50-1,ジクロロベンゼン（パラ－ジクロロベンゼンを除く。）,"95-50-1,541-73-1",R8.4時点適用対象物質及び裾切値一覧
95-51-2,２－クロロアニリン,95-51-2,R8.4時点適用対象物質及び裾切値一覧
95-53-4,トルイジン,"26915-12-8,95-53-4,108-44-1,106-49-0",R8.4時点適用対象物質及び裾切値一覧
95-54-5,フェニレンジアミン,"108-45-2,106-50-3,95-54-5",R8.4時点適用対象物質及び裾切値一覧
95-55-6,オルト－アミノフェノール,95-55-6,R8.4時点適用対象物質及び裾切値一覧
95-56-7,オルト－ブロモフェノール,95-56-7,R8.4時点適用対象物質及び裾切値一覧
95-57-8,クロロフェノール,"25167-80-0,95-57-8,108-43-0,106-48-9",R8.4時点適用対象物質及び裾切値一覧
95-63-6,トリメチルベンゼン,"25551-13-7,108-67-8,95-63-6,526-73-8",R8.4時点適用対象物質及び裾切値一覧
95-64-7,キシリジン,"1300-73-8,87-59-2,95-68-1,95-78-3,87-62-7,95-64-7,108-69-0",R8.4時点適用対象物質及び裾切値一覧
95-65-8,３，４－キシレノール,95-65-8,R8.4時点適用対象物質及び裾切値一覧
